item_id,user_id,Norm_Rating,user_id_encoded
233270,76561198067414480,0.5,967
253710,jichaelcoaching,0.75,3329
255480,76561198042756236,0.0,431
271590,76561198081677554,1.0,1350
231430,76561198107928649,1.0,1764
212680,76561198071955492,1.0,1086
252490,bruhbruhxd,0.5,2963
224540,76561198064305132,1.0,882
4920,cruzercru,0.25,3032
208090,Cynex_,0.5,2018
208090,76561198082559637,0.0,1375
218620,76561198074763789,0.0,1185
212680,76561198053111161,0.0,627
320350,misterross,1.0,3516
301520,Dantress,0.0,2037
312990,76561198021814659,0.5,250
730,76561198050864519,1.0,594
268750,damayo,0.0,3043
6060,shay181,1.0,3745
218620,76561197994831363,0.75,138
730,76561198071716213,1.0,1079
730,76561198056953510,0.0,704
241930,BoyangBao,1.0,1955
251570,fuzzygrilz,1.0,3191
244850,76561198057406795,1.0,710
227700,76561198091717988,1.0,1577
204360,76561198066881691,0.0,946
730,Devmabby,1.0,2067
49520,76561198023903233,0.0,255
243870,KingOfOpportunity,0.0,2320
241540,76561198097534775,0.5,1675
252950,dubsdoge,1.0,3101
570,JamesDurham23JubileeRd,0.5,2266
390670,76561198008263039,0.0,182
730,edgar_its_the_popo,1.0,3114
570,76561198053858353,1.0,644
346110,pon2543007,1.0,3644
4000,EnderRay10420,1.0,2110
8930,akiomio,1.0,2847
462930,76561198041889877,0.0,412
374570,hoot_toot,0.5,3273
286160,sgtkitty,0.0,3737
271590,whyiscustomurlathing,1.0,3946
440,76561198090768760,1.0,1561
730,InsightXIVC,1.0,2249
252950,76561198032373589,1.0,312
211420,76561198021135914,0.5,248
209730,TruBru,0.0,2742
244850,joshj23,1.0,3349
382050,idsoftwaresquake,0.0,3292
730,76561197985634755,0.5,122
384190,76561198067938749,1.0,987
301520,FunkMeister1,0.0,2147
394970,76561198141880878,1.0,1823
730,76561198072724653,1.0,1113
570,xKillerInstinct,1.0,3959
323370,76561198060072424,1.0,786
10150,HeavyfromHell,0.0,2202
437220,GiBaPEzLife,1.0,2167
325610,gillinator,1.0,3213
257080,uhhallo,1.0,3911
208650,76561198149213236,0.75,1832
258970,TheWaterGod,1.0,2710
730,GungeonRighteer,0.5,2186
209080,76561198062447997,0.5,849
105600,Halio99,1.0,2193
322330,supersushi987,0.5,3823
730,76561198081776244,1.0,1353
4000,HAramabeeHarrrisssooon,0.5,2189
388090,lucky-seven,1.0,3456
730,harvse,0.5,3243
55475,76561198088531301,0.0,1525
730,HeliDash,0.5,2203
248860,henrydxb,0.75,3254
293540,Gawee08,1.0,2158
11280,76561198036822015,0.5,348
220,CyberBlade,0.5,2016
222880,WildCheese,0.0,2780
730,76561198079621961,1.0,1298
4000,kylesimmonds,1.0,3409
252490,DazzaPlays,1.0,2047
43160,huy115,1.0,3277
730,76561198009498722,1.0,191
570,Illuminutter,0.5,2234
322330,CancerCure,1.0,1985
570,infamouscharles,1.0,3301
377160,guidetti1,0.0,3235
299740,76561198066084140,1.0,931
230410,ITCGaming101,1.0,2228
99900,iVoltGaming,1.0,3286
304930,76561198047273546,1.0,523
323610,76561198155610749,1.0,1837
261180,76561198099036584,1.0,1697
105600,jawdoe,0.0,3319
49520,76561198055365037,1.0,671
440,76561198062417966,0.0,848
359550,2ZESTY4ME,1.0,45
252490,Terencio,0.0,2683
1250,76561198077432581,1.0,1243
211820,spbko8o,1.0,3789
364323,iloveyouus,1.0,3295
570,runnerofchaos,1.0,3704
221100,ownageog,1.0,3603
72850,76561198026604616,1.0,268
221100,76561198075749223,0.0,1211
434570,76561198066012786,0.5,930
48705,76561198062068809,1.0,836
4000,kk_kyser,1.0,3390
244850,pp0085,1.0,3649
6000,76561198078641610,1.0,1271
42910,Knight-Silver,0.0,2324
218230,76561198044619788,1.0,465
304930,korndigger,1.0,3396
252490,76561197970812298,1.0,96
219640,76561198081667528,1.0,1348
208650,kowala913,1.0,3399
13230,demtitsgirl,1.0,3065
570,kuygoon,1.0,3407
304930,OfficialLandyy,1.0,2476
34900,95758,1.0,1864
364360,76561198095949899,0.0,1653
295110,leoguibrito,0.75,3433
431770,76561198073104304,0.5,1132
245176,76561198071599137,0.5,1075
42910,gigantowang,0.0,3212
220200,ziass,1.0,3994
24670,chicken_nuke21,1.0,2997
107410,76561198046807777,0.5,512
346110,76561198047489572,1.0,528
440,76561198049706747,0.5,573
570,76561198065592346,1.0,923
730,76561198062039159,1.0,834
440,76561198082786537,0.0,1384
730,you_re_ded,1.0,3981
298630,Bradleyrit,1.0,1957
252950,Wolffeeder,0.5,2784
219740,76561198080513444,0.5,1323
242720,Madabu09,1.0,2386
241600,milez1987,1.0,3508
236430,Markodevil,0.25,2392
4000,masonplays2,1.0,3480
273350,76561198055695334,1.0,679
246420,76561198053781096,1.0,642
337000,76561198066312344,1.0,938
319510,chemicalizedacid,1.0,2995
214950,GenocideDecade,1.0,2162
440,76561198085245725,1.0,1461
730,corbinanderson94,1.0,3021
221100,savegamereview,0.0,3722
226700,76561198042022468,0.0,417
113020,whiteisthenewblack,0.0,3945
730,SwinburnCyphenMisslemike,1.0,2653
440,fishymatt,0.75,3160
243200,76561198066621462,1.0,943
104900,MoistToaster,0.0,2416
215256,76561198011714432,1.0,200
259080,76561198121597064,1.0,1793
268500,76561198050315162,0.5,581
252950,76561198083619343,0.5,1410
218620,vaughan,0.5,3919
440,76561198053085687,1.0,626
291550,76561198015462171,1.0,219
440,76561198076452843,1.0,1225
243870,MuddyHikoku,1.0,2428
381210,sharks003,0.0,3743
383870,error404olofmeister,0.0,3134
238460,nutinme,0.0,3582
570,Natty22,1.0,2444
383120,mrkienose,1.0,3532
219740,K0DI,0.0,2297
8870,neochuah94,1.0,3556
730,monkeyrj03,1.0,3521
49520,76561198075631259,1.0,1209
224580,76561198094304449,1.0,1633
730,76561198083867078,1.0,1417
211820,nitrorupe,1.0,3570
45100,76561198051899879,1.0,610
221910,76561198011832401,1.0,202
222880,briggsy195,1.0,2957
391540,TGU-Leader,1.0,2658
252950,76561198058473246,1.0,742
221100,Strider95,1.0,2640
359050,76561197996458179,0.0,144
222880,76561198057471883,1.0,711
224260,76561198079333493,0.5,1288
200510,76561198121840547,1.0,1795
239220,76561198097071063,1.0,1667
730,Pelsworth,1.0,2502
265930,Karetchi,1.0,2303
236390,76561198085092904,0.0,1456
226700,GandalfsMagicwand,0.25,2156
730,pirateness,1.0,3638
346110,76561198118129824,1.0,1785
730,Splifz,1.0,2633
231430,notthesemuffins,1.0,3577
216150,76561198102977568,0.0,1730
42160,76561198014987915,1.0,215
211820,76561198083973618,1.0,1422
271290,76561198056567053,1.0,693
255420,donaldqinshihunagditrump,0.75,3089
212480,Silentfantasia,1.0,2600
39510,kukkai_kfz,1.0,3404
4000,RedOctopusTent,1.0,2554
234140,76561198012040171,1.0,204
730,reservegoalie,1.0,3683
384190,76561198011139135,0.0,197
4000,Matoota,1.0,2397
218230,76561198064713620,1.0,899
22370,roguejet,1.0,3694
730,76561198044236862,1.0,453
72850,TheRealRoLLy,1.0,2707
8980,76561198061851487,1.0,830
241930,76561198051644906,1.0,603
8870,76561198137804149,1.0,1816
40100,Sam_Slade,1.0,2580
461560,KRASA,1.0,2298
4000,76561198084357605,1.0,1433
440,LunkTehHero,0.5,2379
298630,Scypher406,1.0,2584
1250,76561198053314010,0.5,633
730,AnonRookie,0.0,1904
238960,asdasdfgdsAD,1.0,2884
243470,selfishpiggy,0.0,3731
353360,76561198100973546,1.0,1713
280180,76561197978024377,1.0,112
385800,analcleanser,0.0,2860
440,ALECLIKESSHOTASANDLITTLECUTEBOYS,1.0,1873
24200,Simcra,1.0,2601
33460,elnegrohermoso,1.0,3124
296970,76561198028067698,1.0,287
200210,SpiritOfDeath2,1.0,2632
208090,76561198064584898,1.0,893
223710,SirTired,1.0,2605
440,76561198075234879,0.5,1196
730,slaydread,0.75,3759
72850,slicer11221,0.5,3761
730,Slynx_,1.0,2614
304930,naaaaaaz,0.0,3550
440,SmiLeGaming06660,1.0,2615
230410,SnowyDao,0.5,2619
290080,solodsnek,1.0,3777
8870,76561198072196225,1.0,1093
271590,smNTC,0.25,3763
730,juliagillardismymum,0.5,3355
340,76561198055096033,0.0,666
399580,Sparkzh2o,0.75,2629
344750,76561197986948702,1.0,124
440,76561198059845244,0.5,775
200510,sniperxd,0.5,3773
218620,IAMYOUDIDYOUKNOWTHAT,0.25,2225
440,Squiggley,1.0,2635
570,FrostyByte,0.5,2145
243470,76561198047232925,1.0,522
346110,76561198081739230,0.5,1352
108600,smokeaconeorfuckoff,1.0,3769
228380,jellysama,1.0,3325
440,Stewietron,1.0,2638
440,stinglock,1.0,3810
221100,StrungOut7,1.0,2642
440,76561198065863302,1.0,928
219640,PraiseDuarte,1.0,2518
263360,aquelemlkgenteboa,1.0,2875
224760,76561198070868249,1.0,1055
550,76561198085112694,1.0,1458
239070,76561198061950314,1.0,832
730,DJHotpuffle,1.0,2025
570,76561198103243648,1.0,1733
252490,TankClash,1.0,2670
346110,notcoco,0.0,3576
206210,Tesps,1.0,2685
211820,Thatonwalrus1,1.0,2690
16710,76561198091845464,0.5,1581
377160,94567,0.75,1863
218620,76561197981571612,0.75,118
4000,thegentlemanjoker,1.0,3860
359050,76561198053230995,1.0,630
49520,76561198067727172,1.0,980
218230,TheMaglevGankTrain,1.0,2701
570,muchbanta,0.5,3541
413150,76561198056735088,1.0,697
50300,The_Comet,0.0,2713
8930,76561197974963007,1.0,105
206210,excdfx,1.0,3140
10680,76561198091514051,1.0,1573
8930,TiviTed,1.0,2725
206440,76561198064432296,0.5,888
227940,76561198092114416,1.0,1587
304930,Delphaeus,1.0,2057
4000,Torca2001,0.0,2734
440,76561198071127235,1.0,1065
41740,Vector3478,1.0,2764
221100,76561198046859385,1.0,515
466910,hoobiedoobie5657,0.0,3272
264380,76561197999426881,1.0,155
4000,76561198141117919,0.5,1820
730,WarEagle247,1.0,2775
91330,Unknown_Inigma,0.0,2756
311210,83837474,1.0,1862
730,76561198130106002,1.0,1807
207140,vargor091732981276398712,0.0,3918
12120,Imij000,0.75,2237
200210,tinfoilcat,1.0,3889
35450,stverbal,1.0,3816
570,76561198055915124,0.0,683
319630,76561198087374224,1.0,1500
490650,zmagma,0.5,3996
359320,76561198038397345,1.0,362
24010,threw4EZrares,1.0,3884
730,76561198035762177,1.0,338
232090,wavezero,1.0,3937
206500,EliotJordan,1.0,2101
3920,mrfefe,0.0,3529
250600,76561198054922473,1.0,664
8190,76561198074285384,1.0,1166
393010,76561198186712695,0.0,1848
301520,MrPolicimo,1.0,2423
304930,iknowyoucanbe,1.0,3293
252490,woogerthegod,1.0,3951
242920,76561198032873398,1.0,317
730,76561198140052687,0.5,1818
209870,76561198068991610,0.25,1016
386360,76561198044212679,1.0,452
394230,76561198091085055,0.75,1565
570,76561198047115423,0.5,518
1840,reina_san,1.0,3679
204300,76561198082864529,1.0,1388
252490,akaBryce,0.0,2846
440,76561198065032572,1.0,908
391040,KawaiiAntman,1.0,2307
271590,ZeryxAFKAccount,1.0,2816
109400,Znade,0.5,2821
440,AnOfficialPanda,1.0,1896
221100,xXAussieRockXx,0.5,3964
304930,76561198072342419,1.0,1099
49520,AndyIzNogud,1.0,1899
72850,76561198053250719,1.0,632
8930,76561198040899282,1.0,399
570,Leopardts,0.5,2355
265930,Kootrasman,0.0,2326
440,spiderwizard2,0.5,3791
363970,adi_a12,0.5,2840
385770,76561198062244065,1.0,842
346110,76561198017341667,1.0,228
341000,76561198103364951,1.0,1736
271290,Velocity_,0.25,2765
319050,76561198017205526,0.0,227
343464,76561198064710856,1.0,898
304650,BreezyGmr,0.0,1961
274900,mf2_profile,1.0,3500
230410,_vertycal_lol,0.5,2832
211820,76561198056887526,0.0,702
253710,35353534,0.75,52
247730,L0RD117,0.0,2334
252490,Teknoe,0.0,2680
381210,SemiSalad,1.0,2585
224540,76561198097885305,1.0,1680
4000,76561198025409181,0.5,261
252490,a4fg44as54g,0.5,2833
105600,jame_like,1.0,3316
385770,Gotaki,1.0,2177
440,jason2305,1.0,3318
730,hotsaucdo,1.0,3274
105600,76561198083176801,1.0,1397
293540,00690069006900,0.0,6
222880,76561198097453305,1.0,1673
34830,76561198094193531,0.0,1629
391460,Uve-Seen_Nothing,1.0,2759
234140,76561198021482710,0.0,249
233450,Arpek,1.0,1909
107100,Blackboy72,0.5,1949
730,FPS-Mike,0.5,2122
359940,perrocallejero,1.0,3626
377160,AceTaco,0.0,1878
440,paw_ftw,1.0,3617
55230,Yomani,1.0,2803
273350,76561198060150729,0.75,789
252490,pharr49,1.0,3630
304930,76561198072028129,1.0,1088
730,Alex_Feed,1.0,1887
221100,thecompl3x,0.5,3856
248390,Razzzzzzzzzzzzzzzzzzzzzz,1.0,2550
550,eddiedankmemes,0.5,3112
224580,76561198056693884,1.0,696
48700,76561198048088970,1.0,543
252490,LonelyOM,1.0,2367
207210,76561198129380421,1.0,1805
290730,PritchardGSD,0.5,2524
730,MrProvidings,0.5,2424
730,76561198073094072,1.0,1131
1840,76561198049338710,0.5,566
235580,piepai,1.0,3634
218620,76561198063617154,0.5,870
7510,76561198076240240,1.0,1220
247000,76561198016066771,1.0,223
310380,BrookeAH,1.0,1963
304030,topkekhehe,0.25,3895
238320,bobby09890,0.0,2940
440,76561198043319694,1.0,438
239140,76561198057519270,1.0,712
248820,76561198088082495,1.0,1516
247730,76561198018293914,1.0,234
236390,76561198062537635,1.0,853
232430,Fishfacecupcake,1.0,2131
730,IVisbetter,1.0,2229
218620,76561198090150367,0.75,1555
730,xX420BlazeItNoScopeXx,1.0,3962
252490,YouAreDedNottaBigSoupPrice,1.0,2805
218620,zoozles,1.0,3998
440,payback_theheist,1.0,3618
295110,CoolasFcuk,1.0,2006
215100,barbas1,1.0,2914
65800,76561198061639357,1.0,824
204360,76561198053183010,1.0,629
440,aaronryuchi,0.5,2834
291550,AbuseNab,1.0,1876
15120,aceofspadesfg,0.0,2838
365590,76561198067306981,1.0,964
17410,adman44532,1.0,2841
730,mcconnorhey,1.0,3488
300080,76561198087934431,0.0,1509
570,76561198066566937,1.0,942
550,76561198073418523,1.0,1139
107410,76561198035136096,1.0,333
28000,76561198067716040,0.0,978
440,blackniggers,0.5,2932
376570,76561198059589725,1.0,767
10,goblinop,1.0,3221
440,AlmightyShippo,0.5,1890
224260,aloe2020,0.5,2855
363970,Alphix1,1.0,1892
252490,Tiago_Henrique,0.0,2722
311340,76561198154725934,1.0,1835
239820,averageperson,1.0,2900
730,76561198072207162,1.0,1094
47410,AncientArtofDaiSuKi,1.0,1897
8190,AngelicPanda,1.0,1900
730,Animax117,0.5,1902
440,76561198086146150,1.0,1480
388870,ohsotoast,0.0,3587
70300,157645,0.0,22
391460,KuronishiX,0.75,2332
295110,95MAY,1.0,1865
230090,76561198018152628,0.0,233
343270,76561198047183855,0.75,520
1250,Arimitage_Shanks,1.0,1907
440,Gypsyisgayfuk,0.0,2188
311210,megamilkfurry,0.75,3494
730,76561198057583546,1.0,713
386940,Atomic1244,0.5,1915
238240,Auditore70,1.0,1917
49520,76561198053797376,1.0,643
72850,76561198038695064,1.0,366
218620,76561198028298667,1.0,289
436470,76561198009000573,1.0,185
4000,17101710,1.0,23
333930,YoureAllTrash,1.0,2807
1250,AxeOfChaos,0.0,1922
8930,azives,0.0,2906
620,76561197996426598,1.0,143
273350,15511551,0.0,21
730,A_Drunk_Chicken,1.0,1875
230410,1800-Ricohut,0.0,24
232090,spiritofsoup,1.0,3793
263400,FatalJester3,1.0,2130
48240,76561198034784208,0.0,330
440,76561198068976644,0.5,1015
22230,batmancomp,0.5,2917
282900,76561198071052616,1.0,1061
440,Zamyzam,0.0,2812
20900,swaggggggg,1.0,3826
730,76561198061011055,1.0,810
248820,76561198086039782,1.0,1477
72850,76561198083213265,1.0,1398
304930,volcanopyre,0.5,3928
304930,iamericcartman,1.0,3287
295110,76561198046863149,1.0,516
231430,BennanaBen,1.0,1935
291550,bennytrev,1.0,2921
317400,Biatchplz,0.5,1937
285900,TTDrak,0.5,2666
104900,76561198046020863,1.0,495
440,76561198042250524,1.0,421
225080,frosty0wnz6,1.0,3180
209160,Bird_Of_PrAy,0.5,1946
496300,76561198067170839,0.75,956
211820,manuelflynn,1.0,3475
323470,friendlyBlackm,0.0,3177
440,76561198180009299,1.0,1846
4000,76561198068339167,1.0,1000
377160,ooblinkoo,1.0,3595
238460,BeyondBlitz,0.0,1936
227940,76561198077518891,0.25,1247
234490,empoleous,0.5,3127
275850,bloodtank,0.0,2936
295730,bloodyjak,1.0,2937
22380,76561198070262563,1.0,1045
42910,76561198080194046,0.5,1314
2700,DjPhoon,1.0,2070
418070,76561198060068927,1.0,785
440,GreasyGreg,1.0,2181
12430,boldboulder,0.0,2943
440,GOFUCKYOURSELFYOULILCUNT,1.0,2152
319630,scrubnauts_,1.0,3725
107410,bowedstar,1.0,2947
219640,numlach,1.0,3581
391540,76561198058324609,0.0,736
221100,76561198070070375,1.0,1044
200510,76561197996426485,1.0,142
291480,rainbowducklings4lyf,0.0,3667
375950,Brocolie8,1.0,1962
440,hfoxy,0.5,3262
230410,76561198108132163,1.0,1766
252950,76561198088416466,1.0,1523
440,broxce,1.0,2961
366844,xtomx_freedom,0.75,3973
252490,76561198041149604,1.0,406
4760,76561198052831153,1.0,624
200210,76561198060429887,0.5,795
4000,76561198047418653,0.5,527
242570,lobbie,0.5,3447
200210,76561198019652792,0.0,244
214950,Hogia,1.0,2213
8870,76561198072734711,0.5,1114
440,12779,1.0,19
240,76561198085183243,1.0,1459
620,76561198080278106,1.0,1318
236110,cade51,1.0,2976
252490,SuchDogeMuchWoW,0.5,2646
427270,brawlisforwii,1.0,2951
730,TheAmazingSpot,1.0,2692
35140,76561198074558199,1.0,1180
218620,76561198024310116,1.0,257
322330,76561198073297020,1.0,1136
212480,CapCheeze,0.5,1986
250900,Hobo_Ed,1.0,2212
40100,76561198083390406,1.0,1403
285900,f4fphoenix,1.0,3144
207140,tomas13a,1.0,3892
91310,76561198059899740,0.5,779
22320,Ch3nst3r,1.0,1991
233130,76561198026886919,0.0,271
4000,Seralox,1.0,2586
346110,76561198033883963,0.0,325
252950,BirdieZ,1.0,1947
304930,topkeklord7,0.0,3896
240,76561198081284814,1.0,1340
294100,chlamydiaabbo,1.0,3001
304930,chocodude,1.0,3004
211820,76561198058192790,1.0,734
311210,greenclaweddragon,0.0,3233
245550,76561198060870618,0.5,807
220200,76561197982665201,1.0,121
500,Sorefinger,1.0,2626
206210,Alzahar,1.0,1894
265930,76561198064427658,0.75,887
221100,76561198040183690,1.0,381
440,essex666,1.0,3135
400,76561198082142359,0.5,1365
17410,sealbloke,1.0,3726
249050,CaptMcMurder,0.0,1988
301520,76561198042087397,0.25,418
228380,CRAZYASIANGAMER1,0.75,1977
207610,76561198045865055,0.0,491
265061,mrwillsy,1.0,3537
218620,theartificialchicken,0.5,3854
244230,deathbyFIREWORKS,0.75,3061
218620,76561198127261950,0.25,1801
252490,CheeZeIzLuv,0.0,1993
730,76561198071333155,1.0,1070
221380,76561198029595343,1.0,296
440,cyroth,1.0,3037
227700,D3V3D,1.0,2019
210770,76561198075153461,1.0,1192
22370,rengnar,1.0,3681
6060,76561198099912561,0.0,1700
72850,rainbowexplosian,1.0,3668
620,76561198049669948,1.0,570
440,76561198048123785,1.0,545
8870,DarkDarsi,1.0,2038
247950,76561198093167547,0.75,1603
236390,Thedarkpotato,0.0,2716
8190,darkdraco2704,1.0,3049
221100,Jakey_Cee,0.0,2265
105600,76561198051313306,1.0,599
227310,Dwash,1.0,2090
242860,DerpGaming,0.0,2060
240,NymphIsBae,1.0,2470
304930,golddragon888,1.0,3222
410340,deadtrooper6424,1.0,3060
105600,76561198058858525,1.0,751
730,deathlord549,0.5,3062
48700,76561198048422769,1.0,550
8930,76561198079557901,1.0,1296
263280,flyinghigherthanakite,1.0,3169
367580,Gillus,0.0,2168
457580,76561198061157859,0.0,812
310380,theoriginaldenny,0.25,3871
227860,Tomohawk09,0.75,2731
371660,IcyGurl,1.0,2232
322330,arasuki,0.0,2876
206190,Dessicrater,1.0,2064
209870,alicemurphynudes,1.0,2852
422970,317984739321,0.0,50
17500,edwarddavis,0.0,3115
274170,BioFlashPC,0.5,1945
51100,tastyniggers69,0.5,3833
4700,Jollyjawa,0.5,2284
275850,sasnapper,0.75,3721
440,76561198094455687,1.0,1637
730,Dion123,1.0,2068
1250,MattBowles,0.0,2398
251570,patrik3029,1.0,3614
304930,76561198088742582,1.0,1532
380,76561197998876897,0.5,152
440,Ninjinius,1.0,2458
730,dogmaster108,0.5,3087
310380,Enemyofthetroll,0.75,2111
250640,76561198052180481,0.0,614
570,76561198012252740,1.0,206
282470,thepengwin,1.0,3872
440,76561198094233773,1.0,1631
212680,DovaMeal,1.0,2080
620,Redjay1,1.0,2555
32800,76561198057660678,0.0,716
39000,76561198028843194,1.0,292
250260,76561198043636856,1.0,445
236390,76561198074479756,1.0,1178
241260,drunkchef,0.0,3100
22600,gingerninger,0.5,3215
218620,76561198044588815,0.25,462
417860,dudumon,0.5,3104
306130,readthisURL,1.0,3674
440,76561198055400340,1.0,674
4580,76561198055542679,0.5,677
240,PrintedinGold,1.0,2523
271590,pizzerman,0.5,3641
223710,AnimuIsLyfe,1.0,1903
383870,76561198098852080,0.75,1694
570,Legendld,0.0,2353
252490,76561198084685872,1.0,1447
243470,ineedacsgolobu,1.0,3300
440,76561198048030308,0.5,539
238960,vesgozina,0.5,3924
232090,assassintorteachip,1.0,2889
220240,Ehryus,1.0,2096
251570,Ekijo,0.25,2097
304930,76561198073902962,0.0,1156
364110,thomas_v2000,0.0,3882
8190,76561198060785575,0.0,802
407250,Elt0r,0.0,2106
289650,Ember1654,0.0,2108
440,EmperorFaiz,1.0,2109
234140,epicsnail1996,0.0,3130
227680,radiusstep,0.0,3665
440,Esvada,0.5,2113
209870,Etoka,1.0,2114
348090,eunmac,1.0,3138
570,Eviloverlord1987BC,1.0,2119
292030,76561197970532600,1.0,92
42910,76561198079314344,0.5,1286
440,chroniclescreation,1.0,3007
414730,feechdoingwork,0.25,3152
391540,minecraftmodder,1.0,3512
225080,breadedaustralia,1.0,2952
296470,Ifuckedmycompanioncube,0.5,2233
313340,FahRockZa,1.0,2125
209160,Billy_The_Dog,1.0,1944
730,76561198077794867,0.5,1256
730,nene_oficial,0.5,3555
4000,Johnnyfuckingwonny,1.0,2282
381210,thisisTAYZ,1.0,3879
284160,killthewildlife,1.0,3386
99900,unaffected,1.0,3912
405640,76561198034942053,1.0,331
266840,JimmyNaar,1.0,2278
230410,foe99FTW,1.0,3171
252490,76561197981425218,1.0,117
34900,Forevertorpid,0.0,2139
440,76561198059271374,1.0,759
342570,76561198091199302,0.0,1568
4000,gdy3120,0.75,3199
302510,76561198041589240,0.0,408
432590,fraserj,1.0,3174
278970,76561198067805986,0.75,983
322910,Frizick,1.0,2144
376140,joex10,0.0,3342
22380,jj_teh_jetplane,0.0,3336
550,ghostday,0.0,3209
335330,76561198015904026,0.25,221
253710,76561198045524996,0.75,484
274940,drilljose,1.0,3096
359320,pancakes37,1.0,3610
72850,RMOS,1.0,2542
221100,76561198067309171,0.0,965
24740,Gatsukama,1.0,2157
570,OneandOnlySwagKing,1.0,2483
231740,GEORGEOUSCZ,0.0,2151
207610,xXGeronimo,1.0,3965
282900,76561198072365224,1.0,1100
248820,76561198089355998,0.5,1546
95700,76561198081717091,1.0,1351
55100,gmaster5510,1.0,3219
224260,76561198031693155,0.0,309
33220,Jellyyfishy,0.0,2272
230410,goose01,0.0,3229
440,76561198077294556,1.0,1240
264710,76561198091081910,1.0,1564
730,gravalteration,1.0,3232
730,76561198098920303,1.0,1695
221100,howwecanwinifjustwaitingmate,1.0,3275
216260,Halistrogue,1.0,2194
386360,117arbiter,1.0,13
307780,DarkZeroZ,0.25,2039
570,Hango115,1.0,2195
265930,76561198104428121,0.0,1745
72850,SnowDeLaMeme,0.5,2618
367500,zevlupine,1.0,3993
104900,76561198058405866,0.0,737
303210,76561198077102914,1.0,1238
420110,76561198069789227,0.5,1041
252490,7656119812962294,1.0,1806
202170,Caeso,1.0,1982
357480,hipachi,0.0,3264
205100,76561198038038186,1.0,359
200710,mrawesome99128,1.0,3528
211420,76561198005778772,1.0,169
206420,holgast,1.0,3270
24780,holastickboy,1.0,3269
365590,CorraNinetySix,1.0,2007
240,76561198046997957,0.5,517
225540,76561198075621149,0.5,1208
227940,HoneyBeeGames,0.0,2217
730,kibahz,1.0,3382
313120,76561198067786754,1.0,982
730,omfgabrams,1.0,3590
220050,76561198064394417,0.0,886
