item_id,user_id,Rating,item_name
1250,76561198062378132,5,Killing Floor
1250,76561198095405817,5,Killing Floor
1250,9876565434213034323,5,Killing Floor
1250,76561198000791529,3,Killing Floor
1250,XeroChances,3,Killing Floor
1250,76561198081534878,5,Killing Floor
1250,76561198060758376,5,Killing Floor
1250,Squarp13,5,Killing Floor
1250,76561198070635741,3,Killing Floor
1250,ttavr0h,5,Killing Floor
1250,icevsfire,5,Killing Floor
1250,76561198138193812,3,Killing Floor
1250,76561198085715384,1,Killing Floor
1250,76561198028950490,5,Killing Floor
1250,EternalLemon,5,Killing Floor
1250,BlackSp00n,5,Killing Floor
1250,76561198094933232,1,Killing Floor
1250,theneiljoseph,1,Killing Floor
1250,skbooty,1,Killing Floor
1250,mancract,5,Killing Floor
1250,76561198063061462,3,Killing Floor
1250,plskeelkan,1,Killing Floor
1250,76561198081686901,3,Killing Floor
1250,76561198083674299,5,Killing Floor
1250,blastc123,3,Killing Floor
1250,76561198111410893,5,Killing Floor
1250,DJKamBer,1,Killing Floor
1250,76561198061757134,3,Killing Floor
1250,Sam_Slade,5,Killing Floor
1250,catdownstairz,5,Killing Floor
1250,76561198098852080,3,Killing Floor
1250,lhd,3,Killing Floor
1250,niceone12345,5,Killing Floor
1250,Capscain,5,Killing Floor
1250,76561198076246541,5,Killing Floor
1250,76561198063016498,3,Killing Floor
1250,76561198071282547,5,Killing Floor
1250,76561197974804604,1,Killing Floor
1250,76561198006606435,5,Killing Floor
1250,76561198041084011,1,Killing Floor
1250,76561198044444299,5,Killing Floor
1250,76561198077185651,3,Killing Floor
1250,76561198052853176,1,Killing Floor
1250,tiddiesm80,3,Killing Floor
1250,SpongeNips,3,Killing Floor
1250,nimoxnazgul,3,Killing Floor
1250,faridhisham,5,Killing Floor
1250,ItsMeTys,5,Killing Floor
1250,76561198089503414,5,Killing Floor
1250,diego9031,3,Killing Floor
1250,GamerFag,5,Killing Floor
1250,CJW2012,5,Killing Floor
1250,shooterhunter,3,Killing Floor
1250,76561198064646436,5,Killing Floor
1250,soupstore,5,Killing Floor
1250,pigmysaladpie,5,Killing Floor
1250,76561198038722008,1,Killing Floor
1250,76561198088045830,1,Killing Floor
1250,76561198077882964,5,Killing Floor
1250,RaiseEm,3,Killing Floor
1250,76561198068637775,5,Killing Floor
1250,76561198043979877,5,Killing Floor
1250,pussayfucker,1,Killing Floor
1250,76561198048506749,5,Killing Floor
1250,phansy_,5,Killing Floor
1250,76561198083902227,3,Killing Floor
1250,Aurora99,3,Killing Floor
1250,brendoboy,5,Killing Floor
1250,76561198066916378,5,Killing Floor
1250,113595,3,Killing Floor
1250,76561198055989393,1,Killing Floor
1250,derds30,5,Killing Floor
1250,76561197980311109,3,Killing Floor
1250,76561198074377542,5,Killing Floor
1250,76561198068922268,1,Killing Floor
1250,savageshadow,1,Killing Floor
1250,76561198080713595,1,Killing Floor
1250,banyaphon,1,Killing Floor
1250,ghirq,5,Killing Floor
1250,76561198092626023,5,Killing Floor
1250,ifiwasasian,1,Killing Floor
1250,SyBR,1,Killing Floor
1250,76561198063906222,3,Killing Floor
1250,spyo101,5,Killing Floor
1250,teejamon,3,Killing Floor
1250,NotRoyston,5,Killing Floor
1250,CHumml33,5,Killing Floor
1250,sgtkitty,5,Killing Floor
1250,PimpIt,5,Killing Floor
1250,76561198082786537,3,Killing Floor
1250,EDeSpAiR21,5,Killing Floor
1250,bobofofo,5,Killing Floor
1250,kiado2,5,Killing Floor
1250,cooliecan,1,Killing Floor
251610,js41637,5,Barbie™ Dreamhouse Party™
251610,r34d_4nd_w33p,3,Barbie™ Dreamhouse Party™
251610,76561198096540669,5,Barbie™ Dreamhouse Party™
251610,76561198047774264,5,Barbie™ Dreamhouse Party™
251610,76561198064487027,5,Barbie™ Dreamhouse Party™
251610,76561198013199787,5,Barbie™ Dreamhouse Party™
248820,evcentric,5,Risk of Rain
248820,SALTTHEW0UND,3,Risk of Rain
248820,LinnieLin,3,Risk of Rain
248820,76561198041562431,5,Risk of Rain
248820,76561198088082495,5,Risk of Rain
248820,76561198086039782,5,Risk of Rain
248820,FloppyMop,5,Risk of Rain
248820,76561198089355998,3,Risk of Rain
248820,76561198007575596,5,Risk of Rain
248820,76561198013939867,5,Risk of Rain
248820,76561198094663718,5,Risk of Rain
248820,76561198090488278,3,Risk of Rain
248820,76561198096611102,5,Risk of Rain
248820,TheKatakiuchi,5,Risk of Rain
248820,76561198093938729,3,Risk of Rain
248820,76561198013261893,5,Risk of Rain
248820,herpaderpinaderpyworld,5,Risk of Rain
248820,76561198049499873,5,Risk of Rain
248820,AUSSAYE,5,Risk of Rain
248820,76561198121336011,5,Risk of Rain
248820,deadawesome,3,Risk of Rain
248820,Pun123,1,Risk of Rain
248820,76561198085927668,5,Risk of Rain
248820,76561198038296985,3,Risk of Rain
248820,yolomangamer,3,Risk of Rain
248820,likascreb,1,Risk of Rain
248820,Jarface,1,Risk of Rain
248820,komix15,5,Risk of Rain
248820,76561198059457068,5,Risk of Rain
248820,nazr1,5,Risk of Rain
248820,awwwwwwwm8,5,Risk of Rain
248820,76561198073837578,5,Risk of Rain
248820,76561198066033339,5,Risk of Rain
248820,thesexykitty,5,Risk of Rain
248820,OnePieceAce,5,Risk of Rain
248820,yissssssssssssssssssssssssss,5,Risk of Rain
248820,KrazehKitteh,1,Risk of Rain
248820,76561198025244374,5,Risk of Rain
248820,RustlingInTheWind,5,Risk of Rain
248820,76561198038659583,1,Risk of Rain
248820,presk,5,Risk of Rain
248820,koiwa-pranis,3,Risk of Rain
248820,markispro888,5,Risk of Rain
248820,76561198056915834,4,Risk of Rain
248820,JugglerShang,3,Risk of Rain
248820,GunjiRu,2,Risk of Rain
248820,76561198066251179,5,Risk of Rain
248820,76561198078775483,5,Risk of Rain
248820,ar7un,5,Risk of Rain
248820,76561197988863895,5,Risk of Rain
248820,76561198076603075,4,Risk of Rain
248820,fishymatt,3,Risk of Rain
248820,76561198058988942,5,Risk of Rain
248820,76561197979086508,3,Risk of Rain
248820,76561198076127919,5,Risk of Rain
248820,76561198091636035,2,Risk of Rain
248820,snowangelsdream,5,Risk of Rain
248820,auschandler,5,Risk of Rain
248820,DarthRhys,5,Risk of Rain
248820,havocscrib,5,Risk of Rain
248820,sponseredbypornhub_,1,Risk of Rain
248820,SchmokeZ,5,Risk of Rain
248820,artista69,5,Risk of Rain
248820,lawidia,5,Risk of Rain
248820,76561198071324590,3,Risk of Rain
248820,76561198106998900,5,Risk of Rain
248820,76561198017212077,5,Risk of Rain
248820,76561198092172350,5,Risk of Rain
248820,76561198083609031,5,Risk of Rain
248820,SupahYoshiX,5,Risk of Rain
248820,2EzRogueDH,1,Risk of Rain
248820,76561197999775723,5,Risk of Rain
248820,76561198028923845,5,Risk of Rain
248820,spoodermen,5,Risk of Rain
248820,coztenza,1,Risk of Rain
248820,R4TGOD,3,Risk of Rain
248820,76561198055789935,5,Risk of Rain
248820,godpostal,5,Risk of Rain
248820,76561198074553384,5,Risk of Rain
248820,76561198072904490,5,Risk of Rain
248820,BowdeyThomas,5,Risk of Rain
248820,DisturbedDope23,5,Risk of Rain
248820,NuClearBomba,5,Risk of Rain
248820,42241,5,Risk of Rain
248820,Voidedout,5,Risk of Rain
248820,76561198083939925,3,Risk of Rain
248820,CharaTheHuman,5,Risk of Rain
248820,76561198088140468,3,Risk of Rain
248820,supfoo3,5,Risk of Rain
248820,PurpleKirbyGaming,5,Risk of Rain
248820,76561198056592176,5,Risk of Rain
248820,bbl10,1,Risk of Rain
248820,76561198100802387,5,Risk of Rain
248820,Crafe,3,Risk of Rain
248820,76561198001078133,5,Risk of Rain
248820,76561198091127623,1,Risk of Rain
248820,Turtzzz,5,Risk of Rain
248820,xhog,5,Risk of Rain
248820,76561198080980732,1,Risk of Rain
248820,76561198163307685,5,Risk of Rain
248820,osuka828,5,Risk of Rain
248820,Rebizle,3,Risk of Rain
248820,76561198096719713,5,Risk of Rain
248820,76561198068279672,5,Risk of Rain
248820,76561198091309741,5,Risk of Rain
248820,xXOdysseyXx,5,Risk of Rain
248820,76561198084125426,2,Risk of Rain
248820,76561197976370569,1,Risk of Rain
248820,haloslayer1,5,Risk of Rain
248820,76561198078232689,5,Risk of Rain
248820,76561198011714432,5,Risk of Rain
248820,BOOMRIFFER,5,Risk of Rain
248820,Vitaou,5,Risk of Rain
248820,210519992016,5,Risk of Rain
248820,76561198067892662,5,Risk of Rain
250320,doctr,5,The Wolf Among Us
250320,IIIIllllIIIllIlIIIlIIlIlIlIlIlI,5,The Wolf Among Us
250320,TeamCursb11d,3,The Wolf Among Us
250320,wackytobaccy,5,The Wolf Among Us
250320,niggerfag,5,The Wolf Among Us
250320,lchammer,5,The Wolf Among Us
250320,76561198046109277,5,The Wolf Among Us
250320,76561197970980141,5,The Wolf Among Us
250320,76561198114917298,5,The Wolf Among Us
250320,76561198108059051,5,The Wolf Among Us
250320,transplant369,5,The Wolf Among Us
250320,76561198097058385,3,The Wolf Among Us
250320,76561198054397103,5,The Wolf Among Us
250320,heisenbergZue,5,The Wolf Among Us
250320,76561198059576557,5,The Wolf Among Us
250320,arashk1996,3,The Wolf Among Us
250320,76561198068130802,5,The Wolf Among Us
250320,anonymousclub,5,The Wolf Among Us
250320,76561198076356585,5,The Wolf Among Us
250320,76561197969434273,5,The Wolf Among Us
250320,onshypnos,5,The Wolf Among Us
250320,Harithththth,5,The Wolf Among Us
250320,76561198042469893,5,The Wolf Among Us
250320,76561198050242155,5,The Wolf Among Us
250320,bentoz,5,The Wolf Among Us
250320,platypusdude23,5,The Wolf Among Us
250320,76561198083323060,5,The Wolf Among Us
250320,76561198084402837,5,The Wolf Among Us
250320,69madman,3,The Wolf Among Us
250320,76561198100354890,5,The Wolf Among Us
250320,thepengwin,5,The Wolf Among Us
250320,InwPaiyouknow,5,The Wolf Among Us
250320,76561198078069199,5,The Wolf Among Us
250320,gayanimeguy,5,The Wolf Among Us
250320,Donato_Dyas,5,The Wolf Among Us
250320,stefchygamer,5,The Wolf Among Us
250320,gbl_scarface,4,The Wolf Among Us
250320,76561198035183954,5,The Wolf Among Us
250320,ponnjie,1,The Wolf Among Us
250320,76561198051447459,5,The Wolf Among Us
250320,76561198086966342,5,The Wolf Among Us
250320,76561198093541789,5,The Wolf Among Us
250320,recklesspug,5,The Wolf Among Us
250320,76561198074499762,5,The Wolf Among Us
250320,Ineedmoney4food,3,The Wolf Among Us
250320,76561197960467275,5,The Wolf Among Us
250320,76561198098664585,5,The Wolf Among Us
250320,Tinathin,1,The Wolf Among Us
250320,76561198100425425,5,The Wolf Among Us
250320,76561198060005945,3,The Wolf Among Us
250320,76561198017957749,3,The Wolf Among Us
250320,NationalProtocol,5,The Wolf Among Us
250320,SGT_Corrion,5,The Wolf Among Us
250320,76561198068640745,5,The Wolf Among Us
250320,sgtTutui,3,The Wolf Among Us
250320,crualninja,1,The Wolf Among Us
250320,76561198009005804,5,The Wolf Among Us
250320,76561198083635483,5,The Wolf Among Us
250320,76561198074433040,5,The Wolf Among Us
250320,AHMystic,5,The Wolf Among Us
250320,NoculusRift,5,The Wolf Among Us
211420,maplemage,3,Dark Souls: Prepare to Die Edition
211420,saint556,1,Dark Souls: Prepare to Die Edition
211420,blablabla174,5,Dark Souls: Prepare to Die Edition
211420,Mr_Doge,1,Dark Souls: Prepare to Die Edition
211420,76561198021135914,3,Dark Souls: Prepare to Die Edition
211420,maxristevski,1,Dark Souls: Prepare to Die Edition
211420,SillyBilly1089,1,Dark Souls: Prepare to Die Edition
211420,76561198013296434,5,Dark Souls: Prepare to Die Edition
211420,64512328,3,Dark Souls: Prepare to Die Edition
211420,76561197992887038,5,Dark Souls: Prepare to Die Edition
211420,76561198091636035,5,Dark Souls: Prepare to Die Edition
211420,hemphill,1,Dark Souls: Prepare to Die Edition
211420,76561198055070495,1,Dark Souls: Prepare to Die Edition
211420,Carlos926,1,Dark Souls: Prepare to Die Edition
211420,76561198047185717,1,Dark Souls: Prepare to Die Edition
211420,coollord,1,Dark Souls: Prepare to Die Edition
211420,elrims,1,Dark Souls: Prepare to Die Edition
211420,76561198066295384,1,Dark Souls: Prepare to Die Edition
211420,tutthetwo,5,Dark Souls: Prepare to Die Edition
211420,76561198005778772,5,Dark Souls: Prepare to Die Edition
211420,Zirah,1,Dark Souls: Prepare to Die Edition
211420,getoffmeimdone,5,Dark Souls: Prepare to Die Edition
211420,76561198068647964,1,Dark Souls: Prepare to Die Edition
211420,76561198087417568,5,Dark Souls: Prepare to Die Edition
211420,Ihavecripplingmemepression,1,Dark Souls: Prepare to Die Edition
211420,Nultz,5,Dark Souls: Prepare to Die Edition
211420,76561198005999162,5,Dark Souls: Prepare to Die Edition
211420,76561198087556976,5,Dark Souls: Prepare to Die Edition
211420,TETTRIC1,5,Dark Souls: Prepare to Die Edition
211420,strander01,5,Dark Souls: Prepare to Die Edition
211420,76561197984271449,3,Dark Souls: Prepare to Die Edition
211420,swiggtyswoggtythatbootyismine,5,Dark Souls: Prepare to Die Edition
211420,Empu_Tertular,1,Dark Souls: Prepare to Die Edition
211420,mylordbendtner,1,Dark Souls: Prepare to Die Edition
211420,buizill,5,Dark Souls: Prepare to Die Edition
211420,HeartDawn,1,Dark Souls: Prepare to Die Edition
211420,76561198070585472,3,Dark Souls: Prepare to Die Edition
211420,76561198073211073,1,Dark Souls: Prepare to Die Edition
211420,76561198072137331,1,Dark Souls: Prepare to Die Edition
211420,SomeRandomSociopath,5,Dark Souls: Prepare to Die Edition
211420,76561198112853458,3,Dark Souls: Prepare to Die Edition
211420,e45g4w4t,1,Dark Souls: Prepare to Die Edition
211420,MACIEKOS,5,Dark Souls: Prepare to Die Edition
211420,GSKarnage,1,Dark Souls: Prepare to Die Edition
211420,76561198046856533,5,Dark Souls: Prepare to Die Edition
211420,TheOnlySnake,5,Dark Souls: Prepare to Die Edition
211420,76561198053716599,5,Dark Souls: Prepare to Die Edition
211420,76561198094194624,3,Dark Souls: Prepare to Die Edition
211420,SilencerLX,1,Dark Souls: Prepare to Die Edition
211420,BoomerBacon,1,Dark Souls: Prepare to Die Edition
211420,theonemlst,1,Dark Souls: Prepare to Die Edition
211420,AFatDwarf,5,Dark Souls: Prepare to Die Edition
211420,MagiKFred,3,Dark Souls: Prepare to Die Edition
211420,lebtiger91,2,Dark Souls: Prepare to Die Edition
211420,76561198037293725,5,Dark Souls: Prepare to Die Edition
211420,Alpha4344,5,Dark Souls: Prepare to Die Edition
211420,76561198042743118,5,Dark Souls: Prepare to Die Edition
211420,thisismygifturl,1,Dark Souls: Prepare to Die Edition
211420,Sum1_Else,5,Dark Souls: Prepare to Die Edition
211420,76561198052543996,5,Dark Souls: Prepare to Die Edition
211420,lberetta,3,Dark Souls: Prepare to Die Edition
211420,76561198059272455,5,Dark Souls: Prepare to Die Edition
211420,donni1234,1,Dark Souls: Prepare to Die Edition
211420,76561198065259832,1,Dark Souls: Prepare to Die Edition
211420,76561198066722478,5,Dark Souls: Prepare to Die Edition
211420,huywin,5,Dark Souls: Prepare to Die Edition
211420,76561198079014696,1,Dark Souls: Prepare to Die Edition
211420,76561198098719525,5,Dark Souls: Prepare to Die Edition
211420,maketeanotwar,5,Dark Souls: Prepare to Die Edition
211420,TheDeadlyBandit,5,Dark Souls: Prepare to Die Edition
211420,76561198094936736,3,Dark Souls: Prepare to Die Edition
211420,SeaMayk,1,Dark Souls: Prepare to Die Edition
211420,76561198108038772,1,Dark Souls: Prepare to Die Edition
211420,joshmacman,1,Dark Souls: Prepare to Die Edition
211420,76561198009649906,1,Dark Souls: Prepare to Die Edition
211420,76561198064197386,5,Dark Souls: Prepare to Die Edition
211420,76561198036077253,5,Dark Souls: Prepare to Die Edition
211420,Jumpaye,1,Dark Souls: Prepare to Die Edition
211420,36_T,1,Dark Souls: Prepare to Die Edition
211420,ThePhoenixInside,2,Dark Souls: Prepare to Die Edition
211420,76561198061832950,5,Dark Souls: Prepare to Die Edition
211420,76561198064636400,1,Dark Souls: Prepare to Die Edition
211420,AngelvitorGamer,5,Dark Souls: Prepare to Die Edition
211420,alpha75,5,Dark Souls: Prepare to Die Edition
211420,salt_peppered,1,Dark Souls: Prepare to Die Edition
211420,76561198050403073,5,Dark Souls: Prepare to Die Edition
211420,NotSeattleSound,5,Dark Souls: Prepare to Die Edition
211420,ericwashea123,5,Dark Souls: Prepare to Die Edition
211420,76561198088145132,4,Dark Souls: Prepare to Die Edition
211420,moruera,5,Dark Souls: Prepare to Die Edition
211420,76561198149213236,1,Dark Souls: Prepare to Die Edition
211420,76561198061315848,5,Dark Souls: Prepare to Die Edition
211420,76561198059899740,3,Dark Souls: Prepare to Die Edition
211420,scyana4,3,Dark Souls: Prepare to Die Edition
211420,domeweed,5,Dark Souls: Prepare to Die Edition
211420,thefrog,1,Dark Souls: Prepare to Die Edition
211420,76561198104428121,5,Dark Souls: Prepare to Die Edition
211420,AzaZog,1,Dark Souls: Prepare to Die Edition
211420,shardaurabitch,1,Dark Souls: Prepare to Die Edition
211420,foxmuldz,3,Dark Souls: Prepare to Die Edition
211420,icedragonlord88,5,Dark Souls: Prepare to Die Edition
211420,laurences2k,1,Dark Souls: Prepare to Die Edition
211420,TBMC,5,Dark Souls: Prepare to Die Edition
211420,76561198025989885,1,Dark Souls: Prepare to Die Edition
211420,76561198002933766,5,Dark Souls: Prepare to Die Edition
211420,alexbowersau,3,Dark Souls: Prepare to Die Edition
211420,76561198042192960,5,Dark Souls: Prepare to Die Edition
211420,bitmat,1,Dark Souls: Prepare to Die Edition
211420,compuguy123,5,Dark Souls: Prepare to Die Edition
211420,76561198066312344,5,Dark Souls: Prepare to Die Edition
211420,Mutro,1,Dark Souls: Prepare to Die Edition
211420,76561198146831507,3,Dark Souls: Prepare to Die Edition
211420,scottbrady,1,Dark Souls: Prepare to Die Edition
211420,76561198122488761,5,Dark Souls: Prepare to Die Edition
211420,whiplash_J,5,Dark Souls: Prepare to Die Edition
211420,76561198160316683,1,Dark Souls: Prepare to Die Edition
211420,76561198064335789,5,Dark Souls: Prepare to Die Edition
211420,PipingWind,5,Dark Souls: Prepare to Die Edition
211420,76561198040819276,3,Dark Souls: Prepare to Die Edition
211420,rninetynine,1,Dark Souls: Prepare to Die Edition
211420,shuvosaha1612,1,Dark Souls: Prepare to Die Edition
211420,76561198026091900,1,Dark Souls: Prepare to Die Edition
211420,Hasam1,1,Dark Souls: Prepare to Die Edition
211420,Itsxave,5,Dark Souls: Prepare to Die Edition
211420,76561198008026969,4,Dark Souls: Prepare to Die Edition
211420,76561198073286662,5,Dark Souls: Prepare to Die Edition
211420,76561198046324554,1,Dark Souls: Prepare to Die Edition
211420,76561197991856503,1,Dark Souls: Prepare to Die Edition
211420,76561198067425198,5,Dark Souls: Prepare to Die Edition
211420,Imnotfromaustraliakids,5,Dark Souls: Prepare to Die Edition
211420,temporolgaming,5,Dark Souls: Prepare to Die Edition
